Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
J1526,Umilmer,C,0,0,0,5,4,0,8,As Ni Va,A,7,Fusion,Arman Enwarl,Human,Female,56,5572,4,5,4,9,4,7,Drifter,Barbarian,4,"Anglic Language 0, Battle Suit Training 0, Energy Pistol 0, Jack of all Trades 3, Jumping 0, Knife Fighting 1, Military Tactics 0, Portable Artillery 0, Shotgun 0, Slug Rifle 1, Stealth 1, Survival Training 1, Vacc Suit Training 1, Zero-G Training 0",Scout Ship,Cr29000,Cr0,Cr0
O2438,Antis,B,6,3,5,2,0,0,B,Lo,,4,Unusual Custom: Media,4th Officer Imon T. Lomatbarchrathn,Human,Female,54,5574,5,7,B,B,A,8,Merchants,Merchant Marine,4,"Administrating 1, Advocating 1, Anglic Language 1, Astrogating 0, Belter 1, Capital Ship Helm 1, Companion 1, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Political Science 1, Shotgun 0, Small Craft Piloting 0, Stealth 1, Streetwise 1, Survival Training 3, Tank Driving 0, Trading 1, Vacc Suit Training 1, Writing 0, Zero-G Training 0",,Cr2000,Cr0,Cr0
K1923,Eln,D,5,8,A,2,6,7,6,Lo Wa,,9,Recovering,Lady Imsallo N. Errc,Human,Female,56,5572,3,A,5,8,4,B,Rogue,Enforcer,3,"Advocating 0, Anglic Language 0, Athletic Co-ord 0, Autocar Driving 1, Carousing 1, Companion 2, Deceiving 2, Diplomacy 1, Economics 1, Jack of all Trades 0, Jumpspace 0, Military Tactics 1, Mole Trucking 0, Persuading 2, Slug Rifle 1, Stealth 1, Streetwise 1, Telecomm 3, Trading 3, Vacc Suit Training 0",2 Ship Shares,Cr0,Cr0,Cr12000
N1439,Nalrlenbarner,C,3,8,9,6,2,1,7,Ni Ri,,A,Fusion,Edalnson Jenock,Human,Female,50,5578,2,1,2,7,7,7,Drifter,Scavenger,0,"Advocating 0, Anglic Language 0, Animal Farming 0, Astrogating 0, Athletic Strength 0, Battle Suit Training 0, Belter 0, Deceiving 0, Energy Rifle 1, Genetics 0, Jack of all Trades 0, Jumping 1, Mechanical Training 1, Military Tactics 0, Portable Artillery 0, Shotgun 1, Slug Rifle 1, Stealth 1, Streetwise 2, Survival Training 1, Vacc Suit Training 0",,Cr0,Cr50000,Cr0
P2539,Mensholterlanhn,C,1,0,0,5,2,1,9,Ni Va,,5,Conservative,Jarch Ilalgargabrelzemer,Human,Male,56,5572,5,8,6,6,F,8,Scholar,Physician,9,"Administrating 0, Advocating 1, Anglic Language 0, Biology 0, Chemisty 0, Computer Training 2, Diplomacy 0, Electronics 1, Investigating 1, Jack of all Trades 1, Medical Training 1, Spacecraft Piloting 1, Sword Fighting 1, Telecomm 0, Vacc Suit Training 0","Scientific Equipment, 6 Ship Shares",Cr180000,Cr0,Cr18000
L2830,Vimlus,A,3,3,0,2,0,0,B,De Lo Po,,5,Taboo,Atpenrc Druluw,Human,Female,51,5577,5,1,2,6,5,5,Drifter,Scavenger,1,"Anglic Language 0, Animal Riding 0, Astrogating 3, Athletic Strength 1, Biology 1, Carousing 1, Deceiving 1, Diplomacy 1, Energy 1, Energy Rifle 0, Jack of all Trades 0, Knife Fighting 0, Leadership 0, Mechanical Training 0, Slug Rifle 0, Small Craft Piloting 0, Stealth 0, Survival Training 0, Turret Gunnery 0, Vacc Suit Training 1, Zero-G Training 1",Ancient Technology,Cr0,Cr64000,Cr0
P2537,Shetlace,C,9,7,4,7,6,5,8,Ag Pi,,4,Taboo,Arnsilrlie Hilier,Human,Female,57,5571,2,4,4,7,A,8,Drifter,Scavenger,3,"Anglic Language 0, Animal Riding 0, Animal Training 0, Athletic Co-ord 0, Athletic Endurance 1, Autocar Driving 0, Battle Suit Training 0, Biology 1, Computer Training 0, Deceiving 1, Field Artillery 1, Fist Fighting 1, Investigating 1, Jack of all Trades 0, Jumping 1, Knife Fighting 1, Leadership 1, Naval Tactics 1, Portable Artillery 0, Psychology 0, Reconnaissance 2, Slug Pistol 1, Stealth 1, Streetwise 3, Tank Driving 1, Telecomm 0, Vacc Suit Training 1, Veterinary 0, Writing 0, Zero-G Training 0","Armor, 1 Ship Share",Cr9000,Cr0,Cr0
G2311,Erltoperchelmer,E,7,6,6,8,8,8,5,Ga Pa Ph Ri,,6,Unusual Customs: Nobility,Captain Krilo B. Iwimdijernk,Human,Male,56,5572,1,5,4,7,C,5,Army,Infantry,2,"Administrating 2, Anglic Language 0, Animal Training 0, Athletic Endurance 1, Chemisty 1, Civil Construction 0, Computer Training 1, Diplomacy 0, Energy Rifle 1, Fist Fighting 1, Investigating 1, Jack of all Trades 0, Leadership 2, Life Support 1, Medical Training 1, Military Tactics 1, Physics 0, Psionicology 0, Sensor Reading 2, Sword Fighting 0, Telecomm 0, Writing 1","Lab Ship, Scientific Equipment, Lab Ship, Armor, 2 Ship Shares",Cr0,Cr20000,Cr12000
N1434,Nenlo,X,7,9,9,1,0,0,5,Lo,A,9,Fashion,Mema Etchrarrlie,Human,Female,51,5577,7,6,7,6,8,A,Army,Cavalry,1,"Anglic Language 0, Athletic Co-ord 0, Energy Rifle 1, Fist Fighting 1, Jack of all Trades 0, Jumping 1, Leadership 1, Linguistics 0, Mechanical Training 0, Mole Trucking 0, Ortillery Gunnery 0, Planetology 0, Sensor Reading 1, Slug Pistol 0, Slug Rifle 1, Small Craft Piloting 0, Streetwise 2, Survival Training 1, Vacc Suit Training 0, Zero-G Training 1",1 Ship Share,Cr19000,Cr0,Cr0
C2104,Dobraman,D,5,4,6,6,3,0,6,Ag Fa Ni,,7,Unusual Customs: Lifecycle,Arrledrolmes Onni,Human,Female,52,5576,4,3,6,B,4,5,Drifter,Barbarian,0,"Anglic Language 0, Animal Riding 0, Astrogating 1, Athletic Strength 0, Autocar Driving 1, Bionetics 1, Cruise Ship Helm 1, Deceiving 0, Diplomacy 1, Energy 1, Fist Fighting 1, Hydroponics 2, Jack of all Trades 0, Knife Fighting 0, Mechanical Training 0, Physics 1, Reconnaissance 0, Ship Screens 1, Shotgun 0, Spacecraft Piloting 1, Stealth 0, Streetwise 1","Armor, 4 Ship Shares",Cr30000,Cr0,Cr10000
H2820,Ichrerson,C,D,9,A,8,A,E,9,Ph Pi,A,C,Unusual Custom: Offworlders,Sir Chred H. Chrinas,Human,Male,50,5578,3,B,4,6,6,B,Entertainer,Journalist,3,"Administrating 1, Advocating 0, Anglic Language 0, Carousing 2, Civil Construction 0, Deceiving 2, Diplomacy 0, Investigating 1, Jack of all Trades 0, Persuading 0, Sculpting 0, Stealth 1, Sword Fighting 1, Telecomm 1","Yacht, 6 Ship Shares",Cr10000,Cr0,Cr0
E0815,Acoman,X,4,5,7,2,0,0,5,Fa Lo,,5,Xenophobic,Almarnobroson Ilcel,Human,Female,55,5573,1,1,1,5,5,8,Drifter,Wanderer,1,"Anglic Language 0, Athletic Co-ord 1, Athletic Strength 0, Computer Training 1, Deceiving 0, Gravitics 0, Investigating 0, Jack of all Trades 0, Jumping 0, Mechanical Training 0, Reconnaissance 1, Robotics 0, Slug Rifle 0, Stealth 2, Streetwise 1, Survival Training 5, Tank Driving 1, Zero-G Training 0",,Cr0,Cr324500,Cr0
M0339,Ransink,E,4,1,0,3,5,6,9,Lo,,2,At War,Captain Rarbibripison D. Ela,Human,Male,56,5572,7,2,2,7,A,A,Drifter,Wanderer,1,"Anglic Language 0, Athletic Co-ord 0, Athletic Endurance 1, Athletic Strength 1, Autocar Driving 0, Battle Suit Training 1, Cybernetics 0, Deceiving 1, Energy Pistol 1, Fist Fighting 1, Heavy Launchers 0, Jack of all Trades 0, Jumping 1, Knife Fighting 1, Leadership 1, Military Tactics 1, Motorboat Helm 0, Portable Artillery 1, Reconnaissance 2, Sailboat Helm 0, Slug Pistol 0, Stealth 1, Streetwise 1, Survival Training 0, Vilani Language 0",TAS Membership,Cr5000,Cr0,Cr0
G2016,Alchacelwise,C,4,6,7,8,5,5,6,Pa Ph Ri,,7,Violent,Major Terstihanrk I. Conson,Human,Male,55,5573,1,1,3,8,B,A,Army,Support,7,"Aero Flying 1, Anglic Language 0, Archeology 0, Athletic Endurance 0, Autocar Driving 1, Battle Suit Training 0, Diplomacy 0, Electronics 1, Field Artillery 0, Genetics 0, Heavy Launchers 1, Jack of all Trades 0, Jumping 0, Leadership 1, Linguistics 1, Medical Training 2, Military Tactics 1, Mole Trucking 4, Physics 0, Reconnaissance 1, Sensor Reading 1, Shotgun 0, Slug Rifle 1, Stealth 0, Survival Training 1, Tank Driving 2, Telecomm 3",Scientific Equipment,Cr0,Cr95000,Cr14000
O2240,Chratta,C,6,2,0,2,0,0,9,De He Lo Po,,9,Liberal,Sublieutenant Ersten W. Atsanpihn,Human,Female,57,5571,1,1,1,9,7,4,Navy,Engineering/Gunnery,5,"Anglic Language 0, Animal Riding 0, Astrogating 1, Athletic Endurance 0, Companion 1, Computer Training 1, Deceiving 0, Electronics 1, Energy Rifle 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 2, Mole Trucking 0, Navigating 1, Ortillery Gunnery 1, Psionicology 0, Reconnaissance 1, Sensor Reading 1, Slug Pistol 1, Spacecraft Piloting 1, Stealth 0, Streetwise 0, Survival Training 0, Telecomm 1, Turret Gunnery 1, Vacc Suit Training 1, Zero-G Training 1",1 Ship Share,Cr0,Cr75000,Cr10000
I0721,Thimdernston,B,7,A,2,6,7,8,B,Px Fl He Ni,,A,Deceptive,Lady Odanne Q. Thury,Human,Female,56,5572,8,6,6,D,7,B,Drifter,Scavenger,2,"Anglic Language 0, Astrogating 0, Computer Training 0, Dancing 0, Energy Pistol 2, Energy Rifle 0, Fist Fighting 2, Investigating 0, Jack of all Trades 1, Knife Fighting 0, Mechanical Training 1, Reconnaissance 1, Spacecraft Piloting 0, Stealth 1, Streetwise 3, Submarine Helm 0, Tank Driving 0, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 0",1 Ship Share,Cr27000,Cr0,Cr0
M0334,Onwimmon,A,2,0,0,5,5,0,G,Ni Va,A,8,Fusion,Corporal Ilsteler R. Schurti,Human,Female,52,5576,9,1,4,8,9,8,Agent,Law Enforcement,2,"Administrating 1, Anglic Language 0, Astrogating 0, Blunt Fighting 1, Companion 0, Computer Training 0, Energy Pistol 0, Jack of all Trades 0, Mechanical Training 0, Mole Trucking 0, Slug Pistol 1, Small Craft Piloting 0, Streetwise 1, Sword Fighting 1, Trading 2, Vacc Suit Training 0, Zero-G Training 0","Scientific Equipment, 2 Ship Shares",Cr12000,Cr0,Cr10000
D3209,Onshi,A,4,3,4,1,0,0,D,Lo,,6,Fashion,Lady Thilly U. Gello,Human,Female,39,5589,5,A,6,8,8,B,Merchants,Merchant Marine,0,"Administrating 0, Advocating 2, Anglic Language 0, Autocar Driving 0, Carousing 1, Chemisty 0, Diplomacy 0, Electronics 0, Investigating 1, Jack of all Trades 0, Persuading 1, Sculpting 0, Telecomm 3","Stipend Portfolio: Cr500000, Yacht, Pension Portfolio: Cr500000, Stocks Portfolio: Cr1000000",Cr0,Cr0,Cr0
K2021,Malnston,C,2,0,0,6,9,4,9,Na Ni Va,,8,Nexus,4th Officer Urrlie N. Onston,Human,Female,56,5572,8,9,A,B,7,6,Merchants,Merchant Marine,2,"Administrating 1, Anglic Language 0, Athletic Strength 1, Autocar Driving 0, Computer Training 0, Fist Fighting 1, Investigating 0, Jack of all Trades 0, Mechanical Training 1, Mole Trucking 0, Persuading 0, Reconnaissance 0, Shotgun 1, Slug Pistol 1, Slug Rifle 1, Streetwise 1, Telecomm 0, Vacc Suit Training 0, Xenology 0",2 Ship Shares,Cr10000,Cr0,Cr0
E0512,Shalli,C,7,9,8,3,7,6,5,Fa Lo,,D,Artistic,Commander Verck G. Eldrimtsilrc,Human,Male,50,5578,9,8,3,B,9,8,Scout,Courier,1,"Administrating 1, Anglic Language 0, Astrogating 2, Capital Weapons 0, Computer Training 0, Diplomacy 1, Jack of all Trades 0, Knife Fighting 3, Leadership 2, Mechanical Training 1, Naval Tactics 3, Robotics 0, Sensor Reading 1, Ship Screens 1, Shotgun 0, Slug Pistol 1, Small Craft Piloting 1, Spacecraft Piloting 0, Telecomm 0, Vacc Suit Training 1, Zero-G Training 0","TAS Membership, TAS Membership, Ship's Boat",Cr35000,Cr0,Cr12000
A0107,Instiltsimem,C,7,6,8,8,8,C,3,Pa Ph Ri,,8,Xenophobic,Teda Drarthon,Human,Female,52,5576,6,3,2,8,E,8,Drifter,Barbarian,2,"Advocating 0, Aero Flying 1, Anglic Language 0, Animal Training 0, Athletic Co-ord 0, Athletic Endurance 1, Athletic Strength 1, Autocar Driving 1, Battle Suit Training 0, Blunt Fighting 1, Fist Fighting 1, Grav Flying 1, Heavy Launchers 0, Jack of all Trades 0, Knife Fighting 1, Medical Training 0, Military Tactics 0, Persuading 0, Physics 0, Planetology 0, Polymers 1, Reconnaissance 1, Shotgun 0, Slug Rifle 1, Small Craft Piloting 1, Stealth 1, Survival Training 2, Trading 1, Vilani Language 0",,Cr51000,Cr0,Cr0
M0636,Keue,D,2,6,7,3,6,7,4,Fa Lo,,9,Progressive,Captain Milier N. Ipole,Human,Male,50,5578,3,1,7,B,4,9,Drifter,Barbarian,2,"Advocating 1, Anglic Language 0, Battle Suit Training 1, Computer Training 0, Cruise Ship Helm 0, Energy Pistol 1, Field Artillery 0, Gravitics 0, Jack of all Trades 1, Jumping 1, Leadership 3, Military Tactics 1, Naval Tactics 1, Slug Pistol 1, Stealth 2, Streetwise 1, Survival Training 1","TAS Membership, TAS Membership, Alien Artifact",Cr0,Cr68000,Cr10000
F1017,Gwonta,A,1,4,0,5,6,3,D,Cy De Ni Po,,4,Conservative,Landanhn Hanng,Human,Male,53,5575,5,5,1,5,7,7,Drifter,Barbarian,0,"Advocating 0, Anglic Language 0, Animal Riding 0, Animal Training 0, Astrogating 0, Athletic Co-ord 1, Athletic Endurance 1, Athletic Strength 0, Battle Suit Training 1, Carousing 0, Deceiving 0, Fist Fighting 1, Jack of all Trades 1, Mechanical Training 0, Reconnaissance 0, Sailboat Helm 0, Slug Pistol 1, Small Craft Piloting 1, Stealth 1, Streetwise 1, Survival Training 0, Vacc Suit Training 1",,Cr0,Cr9000,Cr0
P2838,Tatle,C,4,4,6,6,5,4,A,Ag Fa Ni,,1,Peaceful,Agent Renlton J. Ardrarle,Human,Male,57,5571,5,4,1,D,3,3,Agent,Corporate,3,"Anglic Language 0, Animal Riding 0, Companion 1, Computer Training 1, Deceiving 2, Energy Pistol 2, Investigating 0, Jack of all Trades 0, Mechanical Training 1, Military Tactics 1, Mole Trucking 0, Persuading 0, Planetology 0, Reconnaissance 1, Slug Rifle 1, Stealth 4, Streetwise 2, Sword Fighting 1, Telecomm 1, Trading 1, Vacc Suit Training 0","Corsair, 1 Ship Share",Cr62500,Cr0,Cr0
H2714,Barta,C,2,1,2,6,6,3,8,Cy Ic Na Ni,,7,Remnant,Captain Torenrt T. Stulton,Human,Male,51,5577,3,1,1,B,B,8,Scholar,Physician,5,"Administrating 0, Advocating 0, Anglic Language 0, Athletic Endurance 0, Battle Suit Training 0, Computer Training 2, Cybernetics 1, Energy Rifle 1, Field Artillery 0, Gambling 1, Genetics 1, Gravitics 1, Investigating 1, Jack of all Trades 0, Jumping 0, Leadership 2, Linguistics 0, Medical Training 1, Military Tactics 2, Psionicology 1, Robotics 1, Sensor Reading 1, Slug Pistol 1, Slug Rifle 0, Stealth 0, Vacc Suit Training 0","Armor, Scientific Equipment, Lab Ship, 4 Ship Shares",Cr265000,Cr0,Cr10000
C1802,Ochancharlenman,E,5,3,0,3,6,4,8,De Lo Po Re,,8,Artistic,4th Officer Ose U. Chriller,Human,Female,54,5574,8,9,3,E,6,9,Merchants,Merchant Marine,4,"Anglic Language 0, Animal Farming 0, Archeology 1, Astrogating 0, Athletic Co-ord 1, Carousing 1, Computer Training 0, Diplomacy 0, Energy 0, Fist Fighting 1, Investigating 0, Jack of all Trades 1, Mechanical Training 1, Medical Training 0, Navigating 1, Slug Rifle 1, Survival Training 1, Telecomm 2, Vacc Suit Training 2, Xenology 0, Zero-G Training 1",2 Ship Shares,Cr5000,Cr0,Cr0
D2910,Konly,A,3,5,3,4,5,3,A,Ni Po,,1,Unusual Customs: Travel,Master Chief Rerda X. Ocetnk,Human,Female,57,5571,5,8,7,A,6,5,Merchants,Free Trader,2,"Aero Flying 1, Anglic Language 0, Animal Farming 0, Biology 0, Bionetics 0, Capital Ship Helm 1, Capital Weapons 1, Companion 1, Jack of all Trades 0, Life Support 1, Mechanical Training 1, Ortillery Gunnery 1, Persuading 1, Sensor Reading 1, Ship Screens 1, Slug Pistol 0, Spacecraft Piloting 0, Trading 0, Vacc Suit Training 4, Zero-G Training 2",,Cr6000,Cr0,Cr14000
A0101,Onk,A,F,F,6,0,5,7,B,,,C,None,Janthithan Oncimman,Human,Male,51,5577,3,7,1,7,C,7,Drifter,Wanderer,0,"Advocating 1, Anglic Language 0, Athletic Strength 1, Computer Training 1, Diplomacy 0, Economics 1, Energy Pistol 1, Genetics 1, Gravitics 0, Investigating 1, Jack of all Trades 0, Mechanical Training 0, Medical Training 0, Military Tactics 0, Motorboat Helm 0, Oynprith Language 1, Reconnaissance 0, Robotics 1, Survival Training 2, Telecomm 0, Vilani Language 1",2 Ship Shares,Cr75000,Cr0,Cr10000
K2227,Renshi,A,8,6,6,9,9,9,E,Ga Hi Pr,,5,Degenerate,Captain Rimlmes U. Lerm,Human,Male,54,5574,2,6,3,8,C,A,Drifter,Scavenger,1,"Administrating 1, Anglic Language 0, Animal Farming 0, Autocar Driving 0, Computer Training 0, Deceiving 1, Electronics 1, Energy Rifle 0, Explosives 5, Fist Fighting 1, Investigating 1, Jack of all Trades 0, Jumpspace 1, Leadership 1, Reconnaissance 2, Remote Operating 1, Slug Rifle 1, Streetwise 0, Survival Training 3, Telecomm 1, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 1",Armor,Cr48000,Cr0,Cr10000
H2820,Elzinas,A,8,A,4,B,D,8,E,Fl Hi In Mi,,9,Unusual Customs: Lifecycle,Chief Echelense L. Thinshi,Human,Female,54,5574,7,4,2,4,8,9,Army,Cavalry,2,"Administrating 1, Anglic Language 0, Autocar Driving 1, Capital Weapons 1, Computer Training 3, Energy Pistol 1, Energy Rifle 0, Heavy Launchers 1, Investigating 2, Jack of all Trades 1, Leadership 1, Portable Artillery 1, Reconnaissance 4, Slug Rifle 1, Space Construction 0, Streetwise 1, Sword Fighting 0, Tank Driving 1",TAS Membership,Cr9000,Cr0,Cr14000
B1204,Jalbisha,A,9,6,2,2,5,9,D,Lo,A,C,Religious,Endijel Brenski,Human,Female,51,5577,1,A,9,5,7,9,Drifter,Wanderer,1,"Administrating 0, Anglic Language 0, Companion 0, Genetics 0, Jack of all Trades 1, Mole Trucking 0, Ortillery Gunnery 1, Persuading 0, Shotgun 0, Stealth 0, Streetwise 1, Survival Training 0, Telecomm 0, Trading 1, Vacc Suit Training 0, Zero-G Training 0",,Cr20000,Cr0,Cr0
M0134,Ant,A,6,7,8,1,6,6,9,Lo,,6,Xenophobic,4th Officer Alnshi H. Galnk,Human,Female,56,5572,2,9,4,8,2,4,Drifter,Scavenger,2,"Anglic Language 0, Autocar Driving 0, Belter 0, Computer Training 0, Deceiving 2, Diplomacy 1, Energy Rifle 0, Fist Fighting 1, Investigating 1, Jack of all Trades 1, Knife Fighting 1, Leadership 0, Mechanical Training 2, Reconnaissance 1, Shotgun 1, Small Craft Piloting 0, Streetwise 3, Trading 2, Vacc Suit Training 1, Zero-G Training 1",,Cr19000,Cr0,Cr0
G2212,Olory,B,9,D,6,9,9,9,9,Hi,A,C,Barbaric,Baronet Onranhn Ery Annson of Olory,Human,Male,54,5574,3,4,6,B,4,c,Rogue,Pirate,3,"Aero Flying 1, Anglic Language 0, Blunt Fighting 1, Capital Weapons 0, Diplomacy 1, Grav Flying 1, Jack of all Trades 0, Jumpspace 1, Knife Fighting 2, Leadership 1, Mechanical Training 0, Naval Tactics 1, Ortillery Gunnery 1, Ship Screens 1, Slug Pistol 0, Slug Rifle 0, Small Craft Piloting 4, Spacecraft Piloting 0, Streetwise 0, Sword Fighting 1, Trading 0, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 2","TAS Membership, 4 Ship Shares",Cr80000,Cr0,Cr10000
K2023,Banrly,A,5,7,8,6,2,3,7,Ag Cp Fa Ni,,6,At War,Captain Janlsatnas U. Andannor,Human,Male,56,5572,2,5,4,8,B,7,Marines,Support,3,"Anglic Language 0, Animal Farming 0, Autocar Driving 1, Blunt Fighting 1, Chemisty 0, Energy Rifle 1, Grav Flying 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 1, Medical Training 1, Naval Tactics 1, Ortillery Gunnery 0, Philosophy 0, Roto Flying 1, Sensor Reading 2, Shotgun 1, Spacecraft Piloting 1, Stealth 0, Sword Fighting 1, Vacc Suit Training 2, Writing 0, Zero-G Training 0","TAS Membership, TAS Membership, TAS Membership, 3 Ship Shares",Cr32000,Cr0,Cr10000
F1215,Eldrenner,C,2,4,4,3,0,2,8,Fa Lo,A,8,Conservative,Baron Shathan Toman Alrt of Eldrenner,Human,Male,54,5574,4,5,1,8,9,C,Army,Cavalry,2,"Administrating 1, Advocating 0, Aero Flying 1, Anglic Language 0, Archeology 0, Belter 0, Capital Weapons 1, Carousing 2, Deceiving 1, Diplomacy 0, Energy Rifle 1, Gambling 1, Investigating 0, Jack of all Trades 1, Leadership 1, Persuading 1, Physics 0, Reconnaissance 1, Roto Flying 1, Streetwise 4, Tank Driving 0, Telecomm 0","Yacht, Stipend Portfolio: Cr50000000, Pension Portfolio: Cr100000, Property Portfolio: Cr75000, Yacht, 3 Ship Shares",Cr25000,Cr0,Cr14000
E0415,Enner,C,5,5,5,6,7,B,5,Ag Fa Ni,A,3,Unusual Custom: Offworlders,Baronetess Enke Retly Apolsoner of Enner,Human,Female,55,5573,3,6,5,6,C,c,Army,Cavalry,2,"Advocating 2, Anglic Language 0, Astrogating 0, Diplomacy 1, Energy Rifle 1, Gravitics 1, Hydroponics 0, Jack of all Trades 0, Jumping 0, Jumpspace 0, Leadership 1, Mechanical Training 0, Medical Training 0, Military Tactics 1, Navigating 1, Persuading 2, Sensor Reading 2, Slug Pistol 1, Small Craft Piloting 1, Survival Training 1, Telecomm 0, Vacc Suit Training 1, Veterinary 0","Scout Ship, Armor, 1 Ship Share",Cr135000,Cr0,Cr0
N1240,Retue,B,5,9,9,1,0,0,D,Lo,,A,Remnant,Thetwody Drejanter,Human,Male,56,5572,6,1,4,B,4,2,Drifter,Wanderer,1,"Anglic Language 0, Astrogating 3, Athletic Endurance 1, Deceiving 0, Energy Rifle 1, Fist Fighting 1, Jack of all Trades 0, Mechanical Training 2, Reconnaissance 2, Sculpting 0, Sensor Reading 1, Shotgun 0, Slug Pistol 0, Slug Rifle 0, Small Craft Piloting 1, Spacecraft Piloting 1, Stealth 1, Streetwise 2, Survival Training 1, Telecomm 1, Vacc Suit Training 1",Scout Ship,Cr101000,Cr0,Cr0
B0905,Malmerly,A,2,0,0,7,5,4,A,Na Pi Va,,8,Unusual Custom: Starport,Ciman Elmurlie,Human,Male,57,5571,1,3,3,8,2,7,Rogue,Pirate,2,"Anglic Language 0, Autocar Driving 0, Blunt Fighting 2, Capital Weapons 1, Carousing 2, Computer Training 0, Energy Rifle 1, Investigating 0, Jack of all Trades 2, Jumping 0, Reconnaissance 0, Slug Rifle 0, Spacecraft Piloting 1, Stealth 0, Streetwise 0, Vacc Suit Training 0",,Cr101000,Cr0,Cr0
M0532,Androchem,C,4,3,4,9,C,9,8,Hi,A,7,Unusual Customs: Trade,Ile Oly,Human,Female,29,5599,6,6,B,9,7,5,Navy,Line/Crew,2,"Administrating 0, Advocating 0, Anglic Language 0, Capital Ship Helm 0, Gambling 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 0, Ortillery Gunnery 0, Slug Rifle 0, Streetwise 0, Telecomm 1, Vacc Suit Training 0, Zero-G Training 0",,Cr10000,Cr0,Cr0
A0106,Echrenthan,B,4,3,0,2,3,3,D,De Lo Po,,8,Unusual Customs: Lifecycle,Sublieutenant Nernonstentid E. Scendy,Human,Male,50,5578,1,1,1,3,A,7,Drifter,Scavenger,0,"Administrating 2, Anglic Language 0, Animal Farming 0, Animal Riding 0, Animal Training 0, Astrogating 2, Capital Ship Helm 0, Capital Weapons 0, Carousing 1, Cruise Ship Helm 0, Deceiving 1, Energy Rifle 0, Fist Fighting 1, Jack of all Trades 1, Knife Fighting 1, Leadership 1, Mechanical Training 0, Reconnaissance 0, Remote Operating 1, Slug Pistol 0, Survival Training 1, Vacc Suit Training 0, Zero-G Training 0",Ship's Boat,Cr0,Cr70000,Cr0
L3229,Panrie,C,3,5,7,6,1,0,5,Ag Fa Ni,,7,Unusual Customs: Lifecycle,Corporal Alburt W. Imn,Human,Female,34,5594,5,6,5,4,7,5,Agent,Law Enforcement,1,"Anglic Language 0, Animal Farming 0, Computer Training 1, Electronics 0, Energy Pistol 0, Investigating 1, Jack of all Trades 0, Knife Fighting 0, Mechanical Training 0, Mole Trucking 0, Planetology 0, Ship Screens 1, Spacecraft Piloting 0, Stealth 3, Streetwise 1, Turret Gunnery 0, Vacc Suit Training 0, Zero-G Training 0",,Cr7000,Cr0,Cr0
I0723,Bolam,B,6,7,A,1,3,4,A,Lo Wa,,5,Xenophobic,Corporal Simthon T. Ganck,Human,Male,51,5577,1,7,7,7,7,6,Drifter,Wanderer,0,"Anglic Language 0, Archeology 0, Astrogating 0, Athletic Co-ord 1, Athletic Strength 1, Biology 0, Deceiving 0, Diplomacy 1, Energy Pistol 0, Investigating 1, Jack of all Trades 0, Jumping 1, Mechanical Training 0, Reconnaissance 0, Shotgun 1, Small Craft Piloting 0, Spacecraft Piloting 0, Stealth 0, Streetwise 1, Survival Training 0, Tank Driving 0, Telecomm 0, Zero-G Training 1",,Cr0,Cr29000,Cr0
